Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Latin America and the Caribbean,rural,Sanitation,2004,52.05859,66870131.5677,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2004,63.0844,349829126.7556,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2004,67.18306,286260110.34089,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2004,5.22501,28974817.67267,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2004,3.92938,5047354.23405,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2004,5.61559,23927462.80434,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2004,7.81716,43349383.72581,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2004,24.99425,32105532.67662,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2004,2.63885,11243850.66006,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2004,13.70027,75973692.2552,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2004,17.0557,72672567.6211,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2004,10.17316,56414406.59072,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2004,19.01778,24428663.53011,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2004,7.50681,31985745.65929,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2004,75.29077,96712255.45698,At least basic
sdg,Latin America and the Caribbean,total,Drinking water,2004,34.83249,193160600.26379,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2004,14.74337,62819976.88866,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2004,0.73803,4092656.6602,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2004,2.15061,2762499.07283,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2004,0.31218,1330157.54468,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2004,57.24764,317461861.47829,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2004,82.39819,351090218.40236,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2004,2.34106,12982123.05513,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2004,8.80228,11306675.97792,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2004,0.39321,1675446.9995,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2004,4.84079,26844185.54203,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2004,13.75634,17670251.50087,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2004,2.15305,9173937.25046,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2005,54.47567,69949007.69349,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2005,63.57502,357072854.20907,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2005,67.21934,291228967.27692,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2005,5.00974,28137477.54354,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2005,4.01116,5150488.67121,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2005,5.30569,22986988.63921,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2005,7.45462,41869296.31461,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2005,23.25786,29864052.59817,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2005,2.77096,12005243.35379,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2005,14.59479,81972490.52301,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2005,17.97278,77867366.13165,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2005,9.36583,52603744.40782,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2005,18.25531,23440572.79457,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2005,6.73123,29163166.93409,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2005,76.3323,98013818.12874,At least basic
sdg,Latin America and the Caribbean,total,Drinking water,2005,35.03352,196767820.41055,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2005,14.88725,64499287.59172,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2005,0.70752,3973836.82134,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2005,2.06468,2651134.52593,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2005,0.3053,1322702.26106,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2005,57.45932,322723644.17777,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2005,82.39514,356978354.5621,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2005,2.24294,12597631.78404,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2005,8.54916,10977476.22744,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2005,0.37395,1620155.44607,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2005,4.55669,25592929.80434,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2005,13.05386,16761692.87521,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2005,2.03836,8831232.47514,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2006,55.78564,71596229.04778,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2006,63.55781,361528584.72019,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2006,66.83055,294373112.42017,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2006,4.98752,28369930.05518,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2006,4.15949,5338361.33492,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2006,5.22878,23031568.67181,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2006,6.8858,39167732.57362,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2006,21.54871,27655975.98689,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2006,2.61348,11511756.23644,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2006,15.40965,87652952.67374,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2006,18.89139,83212195.33627,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2006,9.15922,52099328.97473,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2006,18.50616,23751118.973,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2006,6.4358,28348206.10524,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2006,77.37723,99307243.45212,At least basic
sdg,Latin America and the Caribbean,total,Drinking water,2006,35.2418,200461880.34916,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2006,15.03494,66225431.06582,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2006,0.67691,3850416.34207,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2006,1.97556,2535462.3698,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2006,0.29853,1314953.94044,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2006,57.6583,327971086.13863,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2006,82.38805,362900291.06531,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2006,2.14707,12212928.5037,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2006,8.29377,10644363.51238,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2006,0.35611,1568564.85363,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2006,4.27592,24322217.66449,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2006,12.35344,15854616.0083,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2006,1.92237,8467597.84429,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2007,57.10182,73240919.46549,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2007,63.0957,363439754.08527,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2007,65.89315,295036422.98188,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2007,4.95456,28538926.47164,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2007,4.30729,5524684.58729,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2007,5.13998,23014241.63358,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2007,6.44831,37143127.71854,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2007,20.38663,26148658.69851,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2007,2.45549,10994468.98423,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2007,16.67598,96055901.29008,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2007,20.37261,91218308.65119,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2007,8.82545,50835785.43447,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2007,18.20426,23349469.56225,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2007,6.13877,27486315.81123,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2007,78.42726,100593725.80366,At least basic
sdg,Latin America and the Caribbean,total,Drinking water,2007,35.45686,204236287.63849,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2007,15.19521,68036507.01725,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2007,0.64592,3720575.81894,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2007,1.88272,2414841.14234,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2007,0.29162,1305734.66996,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2007,57.84582,333199752.5184,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2007,82.36873,368805802.56327,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2007,2.05203,11819997.39314,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2007,8.03514,10306171.19326,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2007,0.3381,1513826.21868,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2007,3.99936,23036881.63103,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2007,11.65489,14948994.17427,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2007,1.80634,8087887.59385,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2008,58.41075,74871836.42622,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2008,62.59172,365048876.30999,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2008,64.92399,295430562.76931,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2008,4.91986,28693714.45858,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2008,4.45842,5714869.51487,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2008,5.04984,22978844.63491,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2008,6.01833,35100261.538,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2008,19.22981,24649082.92438,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2008,2.29676,10451178.40596,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2008,17.97882,104856470.87718,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2008,21.8888,99602942.75195,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2008,8.49127,49522985.81625,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2008,17.90102,22945817.13117,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2008,5.84061,26577172.46136,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2008,79.46465,101859063.27841,At least basic
sdg,Latin America and the Caribbean,total,Drinking water,2008,35.67548,208067357.03406,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2008,15.36805,69930893.29219,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2008,0.61773,3602712.77099,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2008,1.79841,2305233.06089,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2008,0.28513,1297479.68674,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2008,58.02072,338389766.71667,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2008,82.33707,374667161.22928,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2008,1.95334,11392318.96005,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2008,7.77344,9964121.10752,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2008,0.31386,1428197.80373,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2008,3.73274,21770153.51765,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2008,10.9635,14053188.54994,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2008,1.69589,7716969.01065,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2009,59.71961,76499061.38812,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2009,62.04512,366322875.8684,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2009,63.91991,295512351.49068,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2009,4.88197,28823829.02999,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2009,4.61012,5905428.87187,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2009,4.9573,22918399.87179,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2009,5.59508,33034124.83264,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2009,18.07452,23152930.54472,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2009,2.13732,9881194.25948,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2009,19.32,114067893.51212,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2009,23.44267,108379351.33736,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2009,8.15783,48164934.78809,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2009,17.59574,22539624.41831,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2009,5.54281,25625309.44095,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2009,21.21311,125245086.50868,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2009,41.7842,53524324.83903,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2009,15.51334,71720760.93666,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2009,0.61367,3623207.71627,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2009,1.80074,2306692.17969,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2009,0.28476,1316515.52916,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2009,72.8467,430096875.46089,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2009,38.62934,49483046.20015,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2009,82.32753,380613824.28972,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2009,1.86121,10988841.3793,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2009,7.5121,9622781.41835,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2009,0.29548,1366059.98694,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2009,3.46531,20459646.96612,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2009,10.27362,13160200.5858,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2009,1.57888,7299445.65825,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2010,61.0173,78089933.85771,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2010,61.43789,367129225.82922,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2010,62.8603,295180373.47515,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2010,4.84202,28934065.31362,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2010,4.76562,6099035.25772,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2010,4.86285,22835030.10649,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2010,5.17633,30931786.1787,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2010,16.91827,21651994.88729,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2010,1.97618,9279791.33996,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2010,20.70116,123702150.29172,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2010,25.03528,117561069.66396,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2010,7.84259,46864303.88733,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2010,17.29882,22139028.12556,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2010,5.26538,24725273.06538,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2010,21.37232,127712773.12876,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2010,42.33255,54177193.86724,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2010,15.65981,73535579.47586,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2010,0.61042,3647640.52106,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2010,1.80652,2311982.23103,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2010,0.28444,1335658.29582,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2010,73.04579,436493553.40318,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2010,39.02663,49946271.69744,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2010,82.31739,386547282.49239,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2010,1.76983,10575836.58693,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2010,7.24717,9274930.67908,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2010,0.27704,1300905.92331,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2010,3.20163,19131727.86007,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2010,9.58713,12269613.65363,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2010,1.46132,6862111.4631,Unimproved
sdg,Latin America and the Caribbean,rural,Hygiene,2011,62.56197,79972126.86272,Basic service
sdg,Latin America and the Caribbean,rural,Hygiene,2011,24.23017,30973094.54718,Limited service
sdg,Latin America and the Caribbean,rural,Hygiene,2011,13.20786,16883430.867,No handwashing facility
sdg,Latin America and the Caribbean,rural,Sanitation,2011,62.31492,79656316.77611,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2011,60.78674,367554155.33942,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2011,61.76327,294507689.03158,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2011,4.80007,29024186.44396,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2011,4.92648,6297453.78418,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2011,4.76618,22726732.72179,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2011,4.76293,28799629.79475,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2011,15.76089,20146930.4408,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2011,1.81462,8652699.48797,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2011,22.12285,133768416.48566,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2011,26.66731,127158566.93574,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2011,7.5274,45515324.43561,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2011,16.99772,21727951.27595,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2011,4.98862,23787378.20693,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2011,21.51978,130121852.6302,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2011,42.87825,54810689.33696,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2011,15.79403,75311163.70862,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2011,0.60736,3672464.22428,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2011,1.81305,2317601.19925,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2011,0.28414,1354863.04076,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2011,73.25208,442927272.05566,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2011,39.42597,50397680.64293,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2011,82.32013,392529592.12046,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2011,1.67919,10153444.78262,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2011,6.97897,8921124.5266,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2011,0.25844,1232320.31248,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2011,2.94159,17786678.80723,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2011,8.90376,11381556.57117,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2011,1.34326,6405127.20169,Unimproved
sdg,Latin America and the Caribbean,rural,Hygiene,2012,63.77907,81421346.73534,Basic service
sdg,Latin America and the Caribbean,rural,Hygiene,2012,24.12939,30803948.2966,Limited service
sdg,Latin America and the Caribbean,rural,Hygiene,2012,12.09154,15436246.63653,No handwashing facility
sdg,Latin America and the Caribbean,rural,Sanitation,2012,63.61179,81207794.17804,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2012,60.09119,367586133.14508,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2012,60.62857,293474028.15928,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2012,4.75609,29093645.48812,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2012,5.09142,6499782.86465,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2012,4.66765,22593863.08363,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2012,4.35544,26642826.65515,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2012,14.60311,18642553.72271,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2012,1.65277,8000273.20609,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2012,23.58463,144270467.48459,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2012,28.33883,137174786.77332,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2012,7.21266,44120830.22766,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2012,16.69368,21311410.90293,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2012,4.71218,22809407.85159,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2012,21.66642,132536515.10672,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2012,43.42056,55431353.73465,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2012,15.9291,77105163.16736,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2012,0.60451,3697860.747,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2012,1.82025,2323764.16613,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2012,0.28387,1374096.62185,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2012,73.45427,449329963.05477,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2012,39.82872,50845959.085,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2012,82.3225,398484011.65296,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2012,1.58958,9723688.8567,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2012,6.70748,8562869.86809,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2012,0.23981,1160819.06801,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2012,2.68522,16425875.23481,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2012,8.22299,10497594.81459,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2012,1.22472,5928268.56323,Unimproved
sdg,Latin America and the Caribbean,rural,Hygiene,2013,59.6007,75976862.38533,Basic service
sdg,Latin America and the Caribbean,rural,Hygiene,2013,20.10192,25625219.493,Limited service
sdg,Latin America and the Caribbean,rural,Hygiene,2013,20.29737,25874373.228,No handwashing facility
sdg,Latin America and the Caribbean,rural,Sanitation,2013,64.88563,82713904.10464,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2013,59.34237,367150546.52254,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2013,59.44974,292030439.16048,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2013,4.70997,29140522.63521,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2013,5.26026,6705597.16638,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2013,4.56716,22434925.8846,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2013,3.95391,24462808.75668,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2013,13.44685,17141570.99631,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2013,1.49041,7321237.79614,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2013,25.08607,155207233.55624,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2013,30.05023,147613445.28262,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2013,6.90768,42737723.5281,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2013,16.40725,20915382.83899,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2013,4.44246,21822334.83158,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2013,21.80975,134936648.38741,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2013,43.94218,56015936.48081,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2013,16.06619,78920713.14999,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2013,0.60063,3716065.545,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2013,1.82531,2326834.36919,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2013,0.28281,1389231.1884,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2013,73.64768,455657361.25746,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2013,40.21351,51262758.9327,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2013,82.32414,404394610.28114,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2013,1.44166,8919561.87259,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2013,6.21279,7919838.63501,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2013,0.20352,999723.20474,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2013,2.50028,15469197.93753,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2013,7.80622,9951086.6885,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2013,1.12334,5518105.13064,Unimproved
sdg,Latin America and the Caribbean,rural,Hygiene,2014,59.68488,75950518.09381,Basic service
sdg,Latin America and the Caribbean,rural,Hygiene,2014,20.29005,25819599.14276,Limited service
sdg,Latin America and the Caribbean,rural,Hygiene,2014,20.02508,25482418.36488,No handwashing facility
sdg,Latin America and the Caribbean,rural,Sanitation,2014,66.14495,84171121.20598,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2014,58.51752,366082052.16327,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2014,58.1966,290017740.10049,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2014,4.66219,29166348.08592,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2014,5.43598,6917428.06496,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2014,4.46459,22248920.049,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2014,3.55033,22210638.53434,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2014,12.29789,15649373.85228,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2014,1.31662,6561264.75638,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2014,26.62906,166589784.0473,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2014,31.80209,158482975.20428,Safely managed service
